Deal date,Status,Product,Purchase value,Discount,Purchase price,New business,Gross revenue,Claim count,Reinvestment,Setup fee,Other fee,Adjustments,Release amount,Paid by insurance,Denied by insurance,Received insurance response,Pending insurance response,Expected total,Provisions,Expected till date,Collected till date,Collected till date by owner,Expected IRR,Actual IRR
27-Jul-22,Completed,claim,40346.84,0.05,38329.5,5828.41,2017.34,50,0,0,0,0,38329.5,39372.51,974.33,40346.84,0,39766.42,580.42,39766.42,40346.84,40346.84,0.18,0.22
27-Jul-22,Completed,claim,8496.3,0.05,8071.48,0,424.82,10,0,0,0,0,8071.48,8496.29,0.01,8496.3,0,8373.01,123.29,8373.01,8496.3,8496.3,0.15,0.25
2-Aug-22,Completed,claim,73095.06,0.05,69440.31,0,3654.75,151,69440,0,0,0,0.31,71622.38,1472.68,73095.06,0,72048.08,1046.98,72048.08,73095.06,73095.06,0.21,0.26
2-Aug-22,Completed,claim,37248,0.05,35385.6,0,1862.4,58,35386,0,0,0,-0.4,36532,716,37248,0,36712.66,535.34,36712.66,37248,37248,0.19,0.34
2-Aug-22,Completed,claim,5847.3,0.05,5554.93,0,292.37,6,5555,0,0,0,-0.07,5847.3,0,5847.3,0,5763.1,84.2,5763.1,5847.3,5847.3,0.18,0.44
2-Aug-22,Completed,claim,9645.9,0.05,9163.6,0,482.3,20,9164,0,0,0,-0.4,9645.9,0,9645.9,0,9507.59,138.31,9507.59,9645.9,9645.9,0.22,0.18
2-Aug-22,Completed,claim,214765.22,0.07,199944.63,6464.38,14820.59,459,0,0,0,12000,187944.63,186265.82,28499.4,214765.22,0,210284.28,4480.94,210284.28,214765.22,214765.22,0.28,0.77
5-Aug-22,Completed,claim,41770.67,0.07,38872.02,2538,2898.65,59,0,0,0,0,38872.02,40469.2,1301.47,41770.67,0,40952.37,818.3,40952.37,41770.67,41770.67,0.27,0.53
12-Aug-22,Completed,claim,67624.24,0.08,62091.15,0,5533.09,622,0,0,0,0,62091.15,62060.1,5564.14,67624.24,0,66328.64,1295.6,66328.64,67624.24,67624.24,0.28,1.02
14-Aug-22,Completed,claim,168457.77,0.07,157508.01,0,10949.76,237,0,0,0,0,157508.01,141904.6,26553.17,168457.77,0,165109.06,3348.71,165109.06,168457.77,168457.77,0.28,0.57
16-Aug-22,Completed,claim,75228.52,0.06,70338.67,0,4889.85,574,0,0,0,0,70338.67,71520.65,3707.87,75228.52,0,73772,1456.52,73772,75228.52,75228.52,0.27,0.59
16-Aug-22,Completed,claim,20601,0.06,19467.94,0,1133.06,219,0,0,0,0,19467.94,20601,0,20601,0,20191.04,409.96,20191.04,20601,20601,0.2,0.33
16-Aug-22,Completed,claim,35973.01,0.05,34174.36,0,1798.65,408,0,0,0,0,34174.36,35973.01,0,35973.01,0,35249.96,723.05,35249.96,35973.01,35973.01,0.24,0.78
16-Aug-22,Completed,claim,209698.96,0.05,199214.01,0,10484.95,361,0,0,0,0,199214.01,208288.96,1410,209698.96,0,206667.64,3031.32,206667.64,209698.96,209698.96,0.22,0.34
16-Aug-22,Completed,claim,3747.7,0.05,3560.31,0,187.39,9,0,0,0,0,3560.31,3747.7,0,3747.7,0,3692.98,54.72,3692.98,3747.7,3747.7,0.23,0.34
16-Aug-22,Completed,claim,64083.53,0.05,60879.35,0,3204.18,64,30593.46,0,0,0,30285.89,63840.5,243.03,64083.53,0,63156.13,927.4,63156.13,64083.53,64083.53,0.24,0.27
16-Aug-22,Completed,claim,9218.72,0.05,8757.78,0,460.94,14,0,0,0,0,8757.78,9218.72,0,9218.72,0,9085.11,133.61,9085.11,9218.72,9218.72,0.2,0.33
17-Aug-22,Completed,claim,27305.71,0.08,25083.23,4981.52,2222.48,200,10500,0,0,0,14583.23,24624.36,2681.35,27305.71,0,26689.38,616.33,26689.38,27305.71,27305.71,0.28,1.12
18-Aug-22,Completed,claim,50112.81,0.07,46511.53,1292.5,3601.28,70,0,0,0,0,46511.53,48631.9,1480.91,50112.81,0,49135.84,976.97,49135.84,50112.81,50112.81,0.29,0.63
19-Aug-22,Completed,claim,388917.21,0.06,365582.18,23594,23335.03,597,113741,0,0,0,251841.18,382871.43,6045.78,388917.21,0,380931.96,7985.25,380931.96,388917.21,388917.21,0.19,0.61
24-Aug-22,Completed,claim,8600.79,0.09,7832.81,0,767.98,283,0,0,0,0,7832.81,7719.41,881.38,8600.79,0,8445.78,155.01,8445.78,8600.79,8600.79,0.24,0.43
24-Aug-22,Completed,claim,15352.44,0.08,14053.44,0,1299,474,0,0,0,0,14053.44,13889.5,1462.93,15352.43,0.01,15075.3,277.14,15075.3,15352.43,15352.43,0.27,0.24
30-Aug-22,Completed,claim,13231.1,0.08,12201.75,0,1029.35,95,0,0,0,0,12201.75,12859.05,372.05,13231.1,0,12977.78,253.32,12977.78,13231.1,13231.1,0.28,0.87
30-Aug-22,Completed,claim,44393.48,0.07,41507.9,0,2885.58,118,0,0,0,0,41507.9,43373.46,1020.02,44393.48,0,43537.27,856.21,43537.27,44393.48,44393.48,0.27,1.46
30-Aug-22,Completed,claim,600005.5,0.06,563405.16,563405.16,36600.34,441,0,15000,0,0,548405.16,538230.7,61774.8,600005.5,0,588665.4,11340.1,588665.4,600005.5,600005.5,0.23,0.14
2-Sep-22,Completed,claim,74627.44,0.07,69398.26,4512,5229.18,100,0,0,0,0,69398.26,72392.4,2235.04,74627.44,0,73165.68,1461.76,73165.68,74627.44,74627.44,0.31,0.78
5-Sep-22,Completed,claim,72535.9,0.06,68183.75,0,4352.15,728,0,0,0,0,68183.75,70367.58,2168.32,72535.9,0,71114.22,1421.68,71114.22,72535.9,72535.9,0.3,0.89
6-Sep-22,Completed,claim,247077.73,0.05,234723.84,0,12353.89,483,84723.84,0,0,0,150000,245532.98,1544.75,247077.73,0,243464.98,3612.75,243464.98,247077.73,247077.73,0.18,0.33
6-Sep-22,Completed,claim,10586.7,0.05,10057.36,0,529.34,12,10057,0,0,0,0.36,10586.7,0,10586.7,0,10430.95,155.75,10430.95,10586.7,10586.7,0.15,0.55
6-Sep-22,Completed,claim,64898.21,0.05,61653.3,0,3244.91,107,61653,0,0,0,0.3,62952.99,1945.22,64898.21,0,63955.25,942.96,63955.25,64898.21,64898.21,0.18,0.33
6-Sep-22,Completed,claim,7220.7,0.05,6859.66,0,361.04,12,6860,0,0,0,-0.34,7220.7,0,7220.7,0,7115.63,105.07,7115.63,7220.7,7220.7,0.22,0.2
6-Sep-22,Completed,claim,23909.03,0.05,22713.58,0,1195.45,23,22714,0,0,0,-0.42,23830.27,78.76,23909.03,0,23558.4,350.63,23558.4,23909.03,23909.03,0.19,0.2
7-Sep-22,Completed,claim,249340.55,0.07,231980.93,0,17359.62,525,54865.8,0,0,8000,169115.13,227931.11,21409.44,249340.55,0,242989.51,6351.04,242989.51,249340.55,249340.55,0.23,1.19
8-Sep-22,Completed,claim,40750.21,0.07,37739.8,0,3010.41,56,0,0,0,0,37739.8,40574.5,175.71,40750.21,0,39947.38,802.83,39947.38,40750.21,40750.21,0.28,0.84
12-Sep-22,Completed,claim,80002.35,0.06,75202.21,0,4800.14,567,0,0,0,0,75202.21,66770.1,13232.25,80002.35,0,78454.73,1547.62,78454.73,80002.35,80002.35,0.24,0.45
12-Sep-22,Completed,claim,27566.1,0.06,26049.96,0,1516.14,283,26050,0,0,0,-0.04,27566.1,0,27566.1,0,27034.08,532.02,27034.08,27566.1,27566.1,0.2,0.39
12-Sep-22,Completed,claim,31284.59,0.05,29720.36,0,1564.23,362,0,0,0,0,29720.36,31284.59,0,31284.59,0,30665.96,618.63,30665.96,31284.59,31284.59,0.26,1.24
12-Sep-22,Completed,claim,19785.12,0.09,17989.06,139.23,1796.06,139,0,0,0,0,17989.06,17899.17,1885.95,19785.12,0,19005.1,780.02,19005.1,19785.12,19785.12,0.22,0.75
12-Sep-22,Completed,claim,605944.14,0.06,568981.55,568981.55,36962.59,681,250000,0,0,0,318981.55,536241.21,69702.93,605944.14,0,595057.27,10886.87,595057.27,605944.14,603710.92,0.24,0.19
15-Sep-22,Completed,claim,75524.41,0.07,70615.32,0,4909.09,175,0,0,0,0,70615.32,70669.49,4854.92,75524.41,0,73792.46,1731.95,73792.46,75524.41,75524.41,0.22,0.86
15-Sep-22,Completed,claim,475021.84,0.06,446520.53,17448.75,28501.31,709,146706.55,0,0,0,299813.98,469245.01,5776.83,475021.84,0,470474.79,4547.05,470474.79,475021.84,475021.84,0.27,0.93
16-Sep-22,Completed,claim,32430.02,0.05,30646.37,0,1783.65,363,30646,0,0,0,0.37,32430.01,0.01,32430.02,0,31781.42,648.6,31781.42,32430.02,32430.02,0.2,0.29
17-Sep-22,Completed,claim,75896.4,0.07,70565.62,0,5330.78,99,0,0,0,0,70565.62,72903.4,2993,75896.4,0,74348.31,1548.09,74348.31,75896.4,75896.4,0.27,0.9
19-Sep-22,Completed,claim,155839.2,0.06,146333.01,146333.01,9506.19,81,146333,0,0,0,0.01,119715.6,36123.6,155839.2,0,152925.01,2914.19,152925.01,155839.2,155839.2,0.24,0.23
20-Sep-22,Completed,claim,159954.39,0.05,151956.67,0,7997.72,327,26967.37,0,0,0,124989.3,159402.59,551.8,159954.39,0,157607.21,2347.18,157607.21,159954.39,159954.39,0.17,0.36
20-Sep-22,Completed,claim,36247.89,0.05,34435.5,0,1812.39,45,0,0,0,0,34435.5,36247.89,0,36247.89,0,35720.67,527.22,35720.67,36247.89,36247.89,0.16,0.39
20-Sep-22,Completed,claim,6440.9,0.05,6118.85,0,322.05,7,0,0,0,0,6118.85,6440.9,0,6440.9,0,6347.38,93.52,6347.38,6440.9,6440.9,0.29,0.81
21-Sep-22,Completed,claim,346001.68,0.06,324895.58,324895.58,21106.1,850,0,0,0,0,324895.58,245216.97,100784.71,346001.68,0,339905.33,6096.35,339905.33,346001.68,346001.68,0.22,0.24
21-Sep-22,Completed,claim,36113.12,0.08,33290.25,0,2822.87,194,14655.27,0,0,0,18634.98,30281.81,5831.3,36113.11,0.01,35324.75,788.37,35324.75,36113.11,36113.11,0.28,0.79
21-Sep-22,Completed,claim,97477.62,0.07,91141.57,11978.32,6336.05,371,91142,0,0,0,-0.43,91103.66,6373.96,97477.62,0,95278.68,2198.94,95278.68,97477.62,97477.62,0.22,0.56
27-Sep-22,Executed,claim,999900,0.05,949905,949905,49995,80,0,15000,0,0,934905,999900,0,999900,0,980001.99,19898.01,980001.99,767967.5,998554.5,0.19,5.66
27-Sep-22,Completed,claim,37744.33,0.08,34591.98,0,3152.35,231,12797.72,0,0,0,21794.26,28737.71,9006.61,37744.32,0.01,36790.5,953.83,36790.5,37744.32,37744.32,0.26,0.46
27-Sep-22,Completed,claim,69215.16,0.05,65754.4,0,3460.76,694,0,0,0,0,65754.4,69215.15,0.01,69215.16,0,67830.86,1384.3,67830.86,69215.16,69215.16,0.23,0.88
29-Sep-22,Completed,claim,316510.59,0.06,297519.95,0,18990.64,458,38155.46,0,0,0,259364.49,313674.72,2835.87,316510.59,0,313484.82,3025.77,313484.82,316510.59,316510.59,0.28,0.93
29-Sep-22,Completed,claim,121477.96,0.05,115404.06,0,6073.9,248,59516,0,0,0,55888.06,120429.91,1048.05,121477.96,0,119699.72,1778.24,119699.72,121477.96,121477.96,0.17,0.32
29-Sep-22,Completed,claim,3601.05,0.05,3421,0,180.05,10,0,0,0,0,3421,3601.05,0,3601.05,0,3548.39,52.66,3548.39,3601.05,3601.05,0.13,0.39
29-Sep-22,Completed,claim,42323.82,0.05,40207.63,0,2116.19,65,0,0,0,0,40207.63,41141.33,1182.49,42323.82,0,41702.76,621.06,41702.76,42323.82,42323.82,0.15,0.32
29-Sep-22,Completed,claim,13746.23,0.05,13058.92,0,687.31,32,0,0,0,0,13058.92,13746.23,0,13746.23,0,13550.25,195.98,13550.25,13746.23,13746.23,0.18,0.3
30-Sep-22,Completed,claim,194852.16,0.06,182966.18,62135.94,11885.98,375,53453.68,0,0,0,129512.5,167509.57,27342.59,194852.16,0,191373.49,3478.67,191373.49,194852.16,194852.16,0.22,0.21
2-Oct-22,Completed,claim,113063.9,0.07,105074.62,0,7989.28,151,23946.49,0,0,0,81128.13,111453.9,1610,113063.9,0,110778.44,2285.46,110778.44,113063.9,113063.9,0.27,1.05
3-Oct-22,Completed,claim,447166.05,0.09,409082.59,0,38083.46,878,0,0,0,0,409082.59,420583.26,26582.79,447166.05,0,435928.76,11237.29,435928.76,447166.05,447166.05,0.23,1.18
4-Oct-22,Completed,claim,186213.56,0.06,175040.75,0,11172.81,1408,18912,0,0,0,156128.75,159997.05,26216.51,186213.56,0,182624.1,3589.46,182624.1,186213.56,186213.56,0.23,0.68
6-Oct-22,Completed,claim,94892.16,0.06,88724.17,0,6167.99,241,6360.82,0,0,0,82363.35,90565.65,4326.51,94892.16,0,93039.1,1853.06,93039.1,94892.16,94892.16,0.24,0.73
10-Oct-22,Completed,claim,31100.8,0.07,28922.91,0,2177.89,40,0,0,0,0,28922.91,28441.8,2659,31100.8,0,30471.31,629.49,30471.31,31100.8,31100.8,0.28,0.76
10-Oct-22,Completed,claim,158974.08,0.05,151025.38,0,7948.7,307,140674.63,0,0,0,10350.75,158688.94,285.14,158974.08,0,155711.51,3262.57,155711.51,158974.08,158974.08,0.14,0.32
10-Oct-22,Completed,claim,39537.53,0.05,37560.65,0,1976.88,46,0,0,0,0,37560.65,39537.53,0,39537.53,0,38752.02,785.51,38752.02,39537.53,39537.53,0.13,0.34
10-Oct-22,Completed,claim,6882.8,0.05,6538.66,0,344.14,11,0,0,0,0,6538.66,6882.8,0,6882.8,0,6741.16,141.64,6741.16,6882.8,6882.8,0.14,0.32
10-Oct-22,Completed,claim,15830.44,0.05,15038.92,0,791.52,18,0,0,0,0,15038.92,15830.42,0.02,15830.44,0,15515.99,314.45,15515.99,15830.44,15830.44,0.13,0.34
10-Oct-22,Completed,claim,23995.82,0.08,21960.54,0,2035.28,104,1925.39,0,0,0,20035.15,21936.3,2059.52,23995.82,0,23331.44,664.38,23331.44,23995.82,23995.82,0.25,0.45
10-Oct-22,Completed,claim,99191.98,0.06,93141.27,84213.16,6050.71,346,66005.97,0,0,0,27135.3,65104.36,34087.62,99191.98,0,97540.1,1651.88,97540.1,99191.98,99191.98,0.21,0.33
11-Oct-22,Completed,claim,774000,0.05,735300,735300,38700,62,735300,0,0,0,0,774000,0,774000,0,757746,16254,757746,774000,774000,0.18,1.19
11-Oct-22,Completed,claim,110353.8,0.07,103180.8,11455.33,7173,194,0,0,0,0,103180.8,93999.96,16353.84,110353.8,0,107854.36,2499.44,107854.36,110353.8,110353.8,0.21,0.42
17-Oct-22,Completed,claim,460092.05,0.06,432026.43,187493.11,28065.62,1493,17381.5,0,0,0,414644.93,389137.68,70954.37,460092.05,0,451553.7,8538.35,451553.7,460092.05,460092.05,0.21,0.74
17-Oct-22,Completed,claim,78502.42,0.07,72847.64,0,5654.78,110,1771.7,0,0,0,71075.94,76859.42,1643,78502.42,0,76921.28,1581.14,76921.28,78502.42,78502.42,0.27,0.82
18-Oct-22,Completed,claim,45223.22,0.06,42735.94,0,2487.28,436,32668.2,0,0,0,10067.74,45223.22,0,45223.22,0,44305.19,918.03,44305.19,45223.22,45223.22,0.2,0.24
18-Oct-22,Completed,claim,51934.91,0.05,49338.16,0,2596.75,510,0,0,0,0,49338.16,51934.91,0,51934.91,0,50850.65,1084.26,50850.65,51934.91,51934.91,0.23,0.79
19-Oct-22,Completed,claim,109240.27,0.05,103778.26,0,5462.01,241,103778,0,0,0,0.26,107864.22,1376.05,109240.27,0,107004.53,2235.74,107004.53,109240.27,109240.27,0.13,0.37
19-Oct-22,Completed,claim,35266.5,0.05,33503.17,175.56,1763.33,46,33503,0,0,0,0.17,34823.59,442.91,35266.5,0,34538.97,727.53,34538.97,35266.5,35266.5,0.14,0.34
19-Oct-22,Completed,claim,7349.15,0.05,6981.69,0,367.46,9,6982,0,0,0,-0.31,7349.15,0,7349.15,0,7196.28,152.87,7196.28,7349.15,7349.15,0.14,0.36
25-Oct-22,Executed,claim,854500,0.06,805321,805321,49179,984,0,11500,0,0,793821,838220,16280,854500,0,837850.42,16649.58,837850.42,854380,854380,0.22,0.64
25-Oct-22,Completed,claim,17710.33,0.08,16322.56,0,1387.77,126,0,0,0,0,16322.56,16932.07,778.26,17710.33,0,17288.49,421.84,17288.49,17710.33,17710.33,0.25,1.68
26-Oct-22,Executed,claim,500025.46,0.04,480024.44,480024.44,20001.02,2870,0,12000,0,0,468024.44,497795.13,2230.33,500025.46,0,495037.73,4987.73,495037.73,499702.31,499702.31,0.19,0.61
26-Oct-22,Executed,claim,499866.25,0.04,479871.6,479871.6,19994.65,208,0,0,0,0,479871.6,498855.52,1010.73,499866.25,0,489850.57,10015.68,489850.57,499356.85,499356.85,0.12,0.61
27-Oct-22,Executed,claim,364200,0.05,345990,345990,18210,68,0,11500,0,0,334490,354300,9900,364200,0,356916,7284,356916,355200,364200,0.19,0.12
27-Oct-22,Completed,claim,72703.5,0.07,67525.06,0,5178.44,112,734.67,0,0,0,66790.39,68542.8,4160.7,72703.5,0,71230.73,1472.77,71230.73,72703.5,72703.5,0.27,0.84
31-Oct-22,Completed,claim,509925,0.05,484428.75,0,25496.25,41,0,0,0,0,484428.75,509925,0,509925,0,499216.57,10708.43,499216.57,509925,509925,0.18,0.53
1-Nov-22,Completed,claim,586757.45,0.06,551552,0,35205.45,861,52590.7,0,0,0,498961.3,577376.4,9381.05,586757.45,0,581115.12,5642.33,581115.12,586757.45,586757.45,0.27,0.87
1-Nov-22,Completed,claim,313829.8,0.06,294686.18,0,19143.62,228,70112,0,0,0,224574.18,258618.2,55211.6,313829.8,0,308180.86,5648.94,308180.86,313829.8,313829.8,0.25,0.23
2-Nov-22,Completed,claim,12952.23,0.05,12239.86,0,712.37,182,12240,0,0,0,-0.14,12952.23,0,12952.23,0,12691.89,260.34,12691.89,12952.23,12952.23,0.2,0.23
2-Nov-22,Completed,claim,45413.56,0.05,43142.88,0,2270.68,471,0,0,0,0,43142.88,45377.53,36.03,45413.56,0,44479.23,934.33,44479.23,45413.56,45413.56,0.22,0.83
2-Nov-22,Executed,claim,200248.05,0.04,192238.13,192238.12,8009.92,907,192238,0,0,0,0.13,199114.21,1133.84,200248.05,0,196214.35,4033.7,196214.35,199766.55,199766.55,0.12,0.27
2-Nov-22,Completed,claim,163922.01,0.04,157365.13,157365.13,6556.88,881,157365,0,0,0,0.13,163358.53,563.48,163922.01,0,162294.44,1627.57,162294.44,163922.01,163922.01,0.19,0.18
5-Nov-22,Completed,claim,371368.92,0.07,344199.85,0,27169.07,750,24309,0,0,8000,311890.85,325295.31,46073.61,371368.92,0,363581.76,7787.16,363581.76,371368.92,371368.9,0.25,0.87
7-Nov-22,Completed,claim,154092.9,0.06,144847.33,0,9245.57,1268,31583,0,0,0,113264.33,140754.97,13337.93,154092.9,0,151010.69,3082.21,151010.69,154092.9,154092.9,0.24,1.27
7-Nov-22,Completed,claim,57388.3,0.07,53257.06,0,4131.24,88,0,0,0,0,53257.06,56311.3,1077,57388.3,0,56228.34,1159.96,56228.34,57388.3,57388.3,0.26,0.79
13-Nov-22,Executed,claim,333810,0.05,317045.1,317045.1,16764.9,118,187045,0,0,0,130000.1,323400,10410,333810,0,326703.01,7106.99,326703.01,329310,333810,0.17,0.05
13-Nov-22,Completed,claim,43862.75,0.07,40630.58,0,3232.17,324,26949,0,0,0,13681.58,42206.54,1656.2,43862.74,0.01,43533.75,329,43533.75,43862.74,43862.74,0.31,2
14-Nov-22,Completed,claim,164586.68,0.06,154546.89,10296.77,10039.79,185,42148,0,0,0,112398.89,158363.28,6223.4,164586.68,0,163529.19,1057.49,163529.19,164586.68,164586.68,0.27,0.63
15-Nov-22,Completed,claim,40045.1,0.07,37342.36,0,2702.74,62,3958,0,0,0,33384.36,38146.5,1898.6,40045.1,0,39844.87,200.23,39844.87,40045.1,40045.1,0.36,1.04
16-Nov-22,Executed,claim,299007.26,0.04,287046.97,287046.97,11960.29,338,224248,0,0,0,62798.97,298545.12,462.14,299007.26,0,297734.29,1272.97,297734.29,298627.46,298627.46,0.18,0.2
16-Nov-22,Executed,claim,161667.38,0.04,155200.68,155200.69,6466.7,886,0,0,0,0,155200.68,161010.95,656.43,161667.38,0,160922,745.38,160922,161421.42,161421.42,0.18,0.22
16-Nov-22,Executed,claim,158453.94,0.04,152115.78,152115.78,6338.16,1084,152116,0,0,0,-0.22,157188.98,1264.96,158453.94,0,157903.56,550.38,157903.56,157217.92,157217.92,0.19,0.11
16-Nov-22,Executed,claim,126975.2,0.04,121896.19,121896.19,5079.01,1600,0,0,0,0,121896.19,125888.97,1086.23,126975.2,0,126557.9,417.3,126557.9,126363.65,126363.65,0.2,0.14
16-Nov-22,Executed,claim,66583.96,0.04,63920.6,63920.6,2663.36,440,0,0,0,0,63920.6,66036.56,547.4,66583.96,0,66377.24,206.72,66377.24,66509.16,66509.16,0.2,0.07
21-Nov-22,Completed,claim,70340.2,0.07,65508.52,0,4831.68,113,0,0,0,0,65508.52,68315.2,2025,70340.2,0,69988.5,351.7,69988.5,70340.2,70340.2,0.38,0.54
21-Nov-22,Completed,claim,416850,0.05,396007.5,0,20842.5,43,0,0,0,0,396007.5,416850,0,416850,0,415667.98,1182.02,415667.98,416850,416850,0.27,0.47
23-Nov-22,Completed,claim,219835.7,0.06,206425.72,39921.82,13409.98,413,24374,0,0,0,182051.72,203381.23,16454.47,219835.7,0,218541.74,1293.96,218541.74,219835.7,219835.7,0.24,0.44
24-Nov-22,Completed,claim,325800,0.05,309510,309510,16290,110,169510,0,0,0,140000,324450,1350,325800,0,324171,1629,324171,325800,325800,0.26,0.05
26-Nov-22,Completed,claim,16370.79,0.08,15014.86,0,1355.93,157,1003,0,0,0,14011.86,15632.67,738.12,16370.79,0,16124.72,246.07,16124.72,16370.79,16370.79,0.28,1.05
26-Nov-22,Completed,claim,259207.12,0.08,239561.86,0,19645.26,617,9952,0,0,4000,225609.86,246241.16,12965.96,259207.12,0,256280.4,2926.72,256280.4,259207.12,259207.12,0.3,0.6
28-Nov-22,Completed,claim,78050.65,0.05,74148.12,0,3902.53,851,0,0,0,0,74148.12,78050.65,0,78050.65,0,77660.4,390.25,77660.4,78050.65,78050.65,0.25,1.13
28-Nov-22,Completed,claim,23086.57,0.05,21816.81,0,1269.76,340,21817,0,0,0,-0.19,23086.57,0,23086.57,0,22921.05,165.52,22921.05,23086.57,23086.57,0.23,0.2
28-Nov-22,Completed,claim,94161.73,0.06,88512.03,0,5649.7,765,0,0,0,0,88512.03,88361.89,5799.84,94161.73,0,93188.83,972.9,93188.83,94161.73,94161.73,0.25,0.91
28-Nov-22,Completed,claim,135807.6,0.06,126980.11,0,8827.49,399,59647,0,0,9507,57826.11,93127.72,42679.88,135807.6,0,134769.25,1038.35,134769.25,135807.6,135807.6,0.3,0.64
29-Nov-22,Completed,claim,56608.72,0.06,53006.65,0,3602.07,90,2968,0,0,0,50038.65,53985.6,2623.12,56608.72,0,56325.68,283.04,56325.68,56608.72,56608.72,0.33,0.85
29-Nov-22,Completed,claim,288900,0.05,274455,0,14445,21,0,0,0,0,274455,288900,0,288900,0,288802.58,97.42,288802.58,288900,288900,0.29,0.53
1-Dec-22,Completed,claim,155400,0.05,147630,0,7770,61,72630,0,0,0,75000,155400,0,155400,0,154623,777,154623,155400,155400,0.26,0.05
5-Dec-22,Completed,claim,20388.44,0.07,19060.63,0,1327.81,32,0,0,0,0,19060.63,19940.4,448.04,20388.44,0,20121.28,267.16,20121.28,20388.44,20388.44,0.28,1
6-Dec-22,Completed,claim,367280.78,0.06,345243.93,0,22036.85,494,43390,0,0,0,301853.93,365389.58,1891.2,367280.78,0,365390.77,1890.01,365390.77,367280.78,367280.78,0.3,2.02
6-Dec-22,Completed,claim,19422.99,0.07,18088.25,0,1334.74,196,0,0,0,0,18088.25,19279.84,143.15,19422.99,0,19228,194.99,19228,19422.99,19422.99,0.26,1.14
8-Dec-22,Completed,claim,246087.84,0.06,231076.48,13330.28,15011.36,429,34212,0,0,0,196864.48,223147.45,22940.39,246087.84,0,243480.87,2606.97,243480.87,246087.84,246087.84,0.22,0.75
9-Dec-22,Completed,claim,44523.36,0.06,41851.96,0,2671.4,402,0,0,0,0,41851.96,42268.51,2254.85,44523.36,0,44067.47,455.89,44067.47,44523.36,44523.36,0.26,0.87
9-Dec-22,Completed,claim,215726.34,0.06,202782.76,0,12943.58,348,0,0,0,0,202782.76,213909.3,1817.04,215726.34,0,213560.49,2165.85,213560.49,215726.34,215726.34,0.24,0.67
9-Dec-22,Executed,claim,191250,0.05,181687.5,0,9562.5,63,91688,0,0,0,89999.5,191250,0,191250,0,190293.75,956.25,190293.75,0,191250,0.26,0
9-Dec-22,Completed,claim,30575,0.06,28605.95,0,1969.05,48,0,0,0,0,28605.95,29815,760,30575,0,30269.25,305.75,30269.25,30575,30575,0.3,0.87
9-Dec-22,Completed,claim,274523.81,0.04,263542.86,0,10980.95,594,262333,0,0,0,1209.86,274190.13,333.68,274523.81,0,273408.56,1115.25,273408.56,274523.81,274523.81,0.19,0.06
9-Dec-22,Completed,claim,76644.84,0.04,73579.05,73579.05,3065.79,446,0,0,0,0,73579.05,76606.63,38.21,76644.84,0,76319.75,325.09,76319.75,76644.84,76644.84,0.18,0.07
9-Dec-22,Executed,claim,275573.41,0.04,264550.47,0,11022.94,1492,0,0,0,0,264550.47,274737.07,836.34,275573.41,0,274641.25,932.16,274641.25,275127.91,275127.91,0.2,0.06
12-Dec-22,Completed,claim,17027.73,0.06,16091.2,843.14,936.53,210,16091,0,0,0,0.2,17027.73,0,17027.73,0,16939.66,88.07,16939.66,17027.73,17027.73,0.25,0.16
12-Dec-22,Completed,claim,43863.16,0.05,41670,0,2193.16,488,0,0,0,0,41670,43863.16,0,43863.16,0,43643.84,219.32,43643.84,43863.16,43863.16,0.25,0.58
14-Dec-22,Executed,claim,194850,0.05,185107.5,0,9742.5,62,92608,0,0,0,92499.5,194400,450,194850,0,194362.87,487.13,194362.87,150000,33981.5,0.28,-0.21
14-Dec-22,Completed,claim,30486.1,0.07,28468.8,0,2017.3,48,5492,0,0,0,22976.8,29586.1,900,30486.1,0,30333.67,152.43,30333.67,30486.1,30486.1,0.34,0.54
14-Dec-22,Completed,claim,533269.46,0.05,506605.99,0,26663.47,992,170060,0,0,0,336545.99,529044.72,4224.74,533269.46,0,530015.31,3254.15,530015.31,533269.46,533269.46,0.22,0.85
14-Dec-22,Completed,claim,138874,0.05,131930.3,0,6943.7,170,0,0,0,0,131930.3,138458.14,415.86,138874,0,138018,856,138018,138874,138874,0.23,1.63
14-Dec-22,Completed,claim,39346.06,0.05,37378.76,0,1967.3,42,0,0,0,0,37378.76,39346.06,0,39346.06,0,39135.49,210.57,39135.49,39346.06,39346.06,0.27,3.53
15-Dec-22,Completed,claim,444900,0.05,422655,0,22245,40,0,0,0,0,422655,444900,0,444900,0,442527.66,2372.34,442527.66,444900,444900,0.25,0.44
19-Dec-22,Completed,claim,23638.7,0.07,22082.99,0,1555.71,35,0,0,0,0,22082.99,22755.7,883,23638.7,0,23520.51,118.19,23520.51,23638.7,23638.7,0.36,0.52
20-Dec-22,Completed,claim,412391.69,0.06,387235.8,468.94,25155.89,170,64809,0,0,0,322426.8,404894.79,7496.9,412391.69,0,407945.09,4446.6,407945.09,412391.69,412391.69,0.25,0.4
20-Dec-22,Completed,claim,92004.03,0.06,86483.79,0,5520.24,807,29829,0,0,0,56654.79,85343.03,6661,92004.03,0,91530.28,473.75,91530.28,92004.03,92004.03,0.29,0.33
20-Dec-22,Completed,claim,8624.78,0.07,8054.28,0,570.5,137,0,0,0,0,8054.28,8330.02,294.76,8624.78,0,8538.24,86.54,8538.24,8624.78,8624.78,0.27,0.88
